limited,884
four,374
facilities,1268
whose,647
paris,1630
adviser,1622
voted,1881
under,141
worth,1046
placed,1689
risk,686
rise,524
every,579
jack,1754
affect,1956
lehman,1239
believed,1531
school,774
companies,122
wednesday,851
announced,430
force,578
leaders,813
guidelines,1927
estimates,847
japanese,203
elections,1780
second,368
street,319
estimated,483
machines,855
even,137
established,1812
pace,1691
panama,1883
contributed,1269
asia,1993
spokesman,313
above,667
dr.,1070
new,43
net,156
increasing,1061
ever,853
told,569
never,598
here,371
hundreds,1817
reported,245
protection,984
china,665
active,1025
balance,1685
auction,856
items,1551
employees,495
changed,1036
reports,690
credit,377
analysts,188
military,844
changes,553
golden,1899
campaign,872
reagan,1294
highly,1281
brought,1154
total,385
unit,185
would,50
<s>,4
hospital,1858
m.,1594
negative,1461
call,781
asset,1297
strike,1170
until,333
composite,451
hurt,1000
phone,1565
hold,887
must,426
me,876
room,1518
rights,586
work,249
plunged,1575
movies,1887
already,315
my,440
example,512
estate,473
give,457
florida,1949
cited,1473
currency,780
woman,1240
ual,389
want,391
drive,1550
times,425
totaled,1358
guarantee,1979
end,268
recovery,1665
turn,882
provide,608
travel,1393
damage,575
machine,1150
how,269
DGDGDG,42
interview,1235
DGDG.DGDGDG,755
regional,1381
minority,1479
after,95
damaged,1800
modest,1523
president,90
law,300
purchase,500
attempt,1109
third,297
amid,1539
headquarters,1285
maintain,1430
democratic,1029
order,545
operations,247
senators,1961
office,307
over,111
expects,443
london,417
japan,234
mayor,1968
before,171
personal,694
",",0
better,515
production,390
weeks,439
then,238
dec.,994
affected,1719
weakness,1791
break,1653
effects,1792
they,47
schools,1772
bank,120
represents,1671
30-year,1429
each,241
went,765
side,1073
bond,293
financial,160
suspended,1918
series,493
carry,1541
trading,88
substantially,1799
temporary,1930
burnham,1943
network,754
tomorrow,1621
got,636
sept.,644
written,1999
veto,1148
u.s.,71
little,354
free,829
standard,760
estimate,938
wanted,1057
created,1066
days,192
pence,1340
uses,1931
r.,1209
industrial,442
economists,1117
primary,1779
hearing,1713
another,226
electronic,1315
rated,1790
service,366
top,541
needed,957
rates,195
too,334
percentage,807
john,419
urban,1960
collapse,1592
took,480
rejected,1312
direct,1246
western,719
target,1350
showed,1033
likely,418
nations,1584
project,832
matter,1219
acquisition,492
bridge,1498
boston,692
mind,1853
talking,1901
seen,955
seem,1098
seek,1042
relatively,1272
forced,1161
strength,1559
responsible,1928
-,1400
client,1747
forces,1292
transactions,1134
involving,1652
germany,752
letter,1030
consumers,1162
environmental,988
medical,845
flow,1672
competitors,1497
points,382
consumer,641
dow,375
came,554
reserve,721
d.,688
saying,728
ending,1603
showing,1698
radio,1732
judges,1972
finally,1468
proposed,508
bush,286
do,105
exports,1106
de,1032
stop,1157
preferred,1081
coast,1895
despite,499
report,271
volatility,970
runs,1666
jaguar,656
countries,725
bay,865
bad,920
release,1823
secretary,693
headed,1697
disaster,1510
w.,1831
decided,1110
result,441
resigned,1277
best,629
subject,983
said,19
capacity,1191
away,616
irs,1188
future,522
approach,1438
co.,113
profitable,1637
we,77
men,1008
terms,546
wo,447
weak,1513
however,244
retirement,1428
news,320
convertible,1037
debt,225
improve,1276
suggested,1981
received,555
protect,1912
met,1293
country,400
over-the-counter,1306
DGDG,14
against,198
players,1678
supplies,1876
planned,969
faces,1824
argue,1987
asked,639
tough,1376
appeared,1932
tons,1093
trust,485
telecommunications,1907
conference,926
puts,1997
basis,917
union,327
three,154
been,69
.,2
commission,472
much,140
interest,149
expected,186
life,423
so-called,1426
families,1969
eastern,806
drugs,1521
republicans,1744
worked,1436
slowdown,1820
commerce,1263
has,38
publicly,1492
air,489
ventures,1755
near,982
appeals,1897
aid,965
property,799
study,958
launched,1696
seven,953
climbed,1367
mexico,1555
is,18
it,20
expenses,1144
ii,1957
experts,1467
world-wide,1489
in,9
victims,1573
if,82
hong,841
things,621
make,163
complex,1738
split,1589
several,259
couple,1664
european,601
independent,891
hand,1084
ownership,1543
opportunity,1532
kept,1699
programs,590
settled,1649
savings,676
materials,1372
claims,653
the,1
corporate,376
investments,798
left,710
quoted,1205
yen,290
human,1305
yet,427
previous,604
adding,1301
buyers,848
ease,1757
had,59
spread,1511
board,161
easy,1585
east,573
gave,1212
municipal,1495
fraud,1690
possible,509
buy-out,572
DGDG/DGDG,877
judge,437
advanced,1049
county,1317
exxon,1892
securities,143
offices,1215
officer,329
night,1040
security,684
attorney,782
right,415
old,433
deal,481
people,134
election,1707
short-term,1034
specific,1290
for,13
when,85
individuals,1379
steps,1717
core,1750
marketing,618
corn,1730
conventional,1980
discount,1204
restructuring,705
plc,967
losing,1787
brokerage,802
post,1023
manufacturing,812
properties,1404
georgia-pacific,1871
chapter,1466
dollars,609
months,144
magazine,809
plus,1740
afternoon,1564
efforts,741
slightly,772
raised,815
managers,603
publishing,1687
facility,1644
civil,1253
DG.DGDG,54
magazines,1595
defendants,1942
support,456
initial,1094
legislation,791
per-share,1851
why,770
editor,1714
way,261
was,30
war,1006
head,657
form,993
manufacturers,1045
ford,531
failure,1627
stand,1480
true,1614
analyst,394
nov.,420
bids,1371
devices,1830
tell,1409
stronger,1947
evidence,1090
'',17
accounting,1450
negotiations,1347
floor,1024
stake,342
generally,921
successful,1692
interested,1451
role,873
holding,496
digital,1151
test,972
's,11
brothers,1038
felt,1933
utilities,1848
'd,1180
authorities,1973
'm,896
weekend,1681
jones,414
reorganization,1566
longer,930
together,1190
liquidity,1715
time,121
n.j.,1836
serious,1251
profits,766
managed,1922
chain,1307
global,1682
focus,1299
manager,633
battle,1113
certainly,1525
everything,1552
environment,1700
charge,558
e.,1483
marks,794
division,560
advantage,1785
keeping,1966
liability,1748
drexel,933
lynch,830
DGDGDGDG,37
trouble,1561
corp.,86
level,486
did,159
proposals,1648
standards,1332
leave,1295
settle,1913
team,831
speculation,1309
lloyd,1658
prevent,1424
says,56
trend,1572
telerate,1267
sign,1225
cost,384
adds,934
appear,1282
shares,83
current,302
goes,1333
international,224
falling,1662
principal,1506
boost,995
paribas,1712
transportation,846
french,925
agreement,337
water,1173
baseball,1951
groups,750
alone,1412
along,756
earthquake,506
change,460
canadian,740
institute,783
shift,1821
guilty,1774
trial,1227
usually,1103
corp,624
navigation,1846
DGDG.DGDG,164
lending,1694
market,55
indicated,1321
working,714
positive,1828
third-quarter,361
france,1048
live,1736
opposed,1826
francs,1107
australian,1872
today,343
``,16
cases,735
effort,715
valued,1288
ibm,745
tokyo,584
car,640
abortion,961
believes,1119
ms.,453
values,1726
can,108
growing,810
making,455
claim,1604
figure,1237
december,960
dropped,556
council,1337
allowed,1213
requirements,1520
bonds,145
chemical,698
sunday,1958
fourth,919
economy,392
product,538
huge,850
may,114
southern,1375
produce,1014
mae,1674
designed,1125
date,1322
such,107
data,505
grow,1683
man,959
natural,1079
johnson,1373
maybe,1769
futures,251
so,123
deposit,1916
increase,265
talk,1254
no.,1680
indeed,1028
mainly,1867
consulting,1741
years,92
ended,346
cuts,1271
still,166
stock-index,862
group,112
offers,1341
policy,421
mail,1743
main,1193
texas,526
finance,587
nation,523
half,422
not,76
now,118
provision,1270
nor,1485
down,132
term,1111
name,868
january,1149
drop,476
quarter,129
significantly,1765
revised,1624
s&p,885
year,51
tried,1602
canada,768
opened,1138
space,1055
profit,196
factory,1619
looking,789
investigation,1362
DGDGDGDGDGDG,184
shows,1164
earlier,158
cars,753
million,28
quite,1618
california,350
care,942
advance,1722
ministry,1344
wrong,1763
british,344
thing,899
place,677
think,347
first,94
merrill,778
revenue,217
one,65
americans,1089
directly,1124
vote,886
corporations,1728
fight,1490
open,697
george,1087
size,1139
city,324
given,703
district,879
trillion,1639
anyone,1493
returns,1074
white,474
gives,1570
acquisitions,1548
mostly,1476
that,12
DG/DG,78
season,1655
moscow,1508
alan,1542
released,1597
surged,1679
than,66
wide,1873
television,816
effective,1156
require,1199
spokeswoman,1112
officials,179
venture,828
were,57
and,10
san,352
investors,133
remained,1837
DG,45
turned,943
say,138
himself,1143
sells,1617
saw,1553
any,124
offering,388
regular,1990
offer,223
note,1017
equipment,570
mr.,29
potential,670
take,233
performance,777
begin,839
sure,1168
normal,1845
price,135
paid,504
america,571
pages,1937
manville,1839
operate,1909
especially,824
considered,979
average,214
later,475
sale,248
federal,116
DG/DGDG,785
professional,1746
senior,465
mass.,1788
typically,1560
filing,951
laws,1576
rating,1447
show,516
german,820
rep.,881
soviets,1546
ground,1921
slow,1236
gulf,1547
daily,875
enough,581
crime,1643
only,103
going,351
black,736
treasury,285
congressional,971
dispute,1733
get,211
contracts,654
assistant,1731
nearly,464
prime,936
yield,267
morning,1121
miles,1459
predicted,1766
where,277
salomon,1335
declared,1965
elected,1298
j.,914
college,1615
stanley,1356
concern,312
mortgage,574
farmers,1230
ways,1195
jumped,1012
review,1260
representatives,1875
forecast,1545
outside,874
bureau,1586
between,200
across,1232
jobs,1250
august,431
parent,761
article,1064
cities,1776
come,452
UUUNKKK,3
many,115
trader,1120
trades,1163
according,239
contract,332
holders,716
traded,952
comes,1147
among,228
cancer,1065
period,364
expectations,1399
confirmed,1971
moreover,1238
considering,1456
save,1982
unusual,1759
west,408
airlines,645
mark,1083
hutton,1328
combined,1611
disclosed,901
wants,892
direction,1877
offered,519
minister,1011
former,372
those,172
case,338
developing,1720
these,176
consultant,1411
cash,287
n't,39
policies,1310
newspaper,1165
situation,981
margin,1695
region,1598
eventually,1481
telephone,737
someone,1504
attributed,1491
technology,532
par,1252
develop,1395
pay,281
same,345
insurers,1756
events,1435
week,146
oil,309
singapore,1905
producers,867
running,1171
intended,1953
largely,949
charges,642
no,119
roughly,1660
mortgages,1528
without,380
relief,1840
model,1829
researchers,1359
charged,1663
summer,1056
DG:DGDG,1995
being,237
money,178
DGDGDGDGDGDGDG,1026
rest,1141
speed,1813
announcement,1069
death,1286
rose,139
seems,940
except,1751
improvement,1601
treatment,1433
tuesday,536
scheduled,870
around,413
rules,903
DG.DGDGDG,547
early,284
inflation,649
traffic,1803
using,701
accepted,1834
intel,1988
nissan,1425
've,631
annually,1861
benefit,1351
either,738
fully,1179
output,1496
reduced,944
competition,909
bigger,1818
provided,1291
legal,696
conservative,1382
DGDGDG.DGDG,301
deficit,878
provides,1354
power,393
broker,1863
leadership,1996
on,21
central,859
package,1247
of,6
industry,175
thousands,1703
fell,218
airline,769
act,803
mixed,1739
mean,1535
or,44
confidence,1827
coupon,1806
instruments,1878
image,1472
accounts,869
parties,1583
your,529
her,222
area,501
there,101
alleged,1708
start,931
appears,1385
low,611
lot,582
valley,1420
billion,61
rjr,1440
trying,568
with,27
buying,378
october,535
sears,1866
agree,1808
gone,1809
vehicles,1654
ad,683
ag,1841
certain,446
moved,1289
sales,99
an,36
cbs,1131
britain,786
at,23
moves,1178
film,1462
again,594
event,1923
field,1130
you,131
poor,902
congress,311
separate,1176
students,1524
a.,1001
push,1844
important,619
included,700
stocks,153
building,537
assets,326
calls,727
having,776
directors,784
passed,1405
overseas,1101
starting,1864
original,1567
represent,1986
all,91
sci,1952
consider,989
chinese,1646
caused,996
lack,1469
dollar,314
month,193
talks,729
settlement,980
decisions,1940
children,1013
tv,722
thursday,985
to,7
program,173
safety,1102
lawmakers,1460
activities,1181
calif.,900
premium,1313
very,279
decide,1885
fall,607
sony,1050
difference,1635
`,918
cable,1388
--,53
list,1423
large,412
small,325
past,254
rate,181
arizona,1716
design,1626
lawyer,1318
nbc,1904
further,416
investment,169
what,136
richard,864
sun,1657
section,1256
noriega,1104
version,1407
scientists,1634
certificates,1978
public,303
contrast,1900
full,666
hours,927
citicorp,1992
operating,339
november,1421
strong,428
thrift,946
prosecutors,1737
ahead,978
losses,403
experience,1610
prior,1906
amount,549
advertising,669
social,1402
action,637
options,614
via,732
followed,1146
family,658
africa,1862
thatcher,1336
backed,1416
aimed,1582
shareholders,627
takes,1304
petroleum,1488
two,93
taken,685
markets,194
minor,1945
more,58
flat,1275
jr.,1211
company,46
particular,1536
known,747
producing,1974
town,1784
none,1934
hour,1486
remain,723
nine,510
sent,1031
morgan,861
history,1039
purchases,1410
brown,1600
share,74
accept,1612
states,634
minimum,1129
numbers,1590
purchased,1625
sense,1174
sharp,1118
!,1569
information,567
needs,1245
court,235
mixte,1926
rather,687
hugo,1182
earnings,157
plant,438
plans,262
different,797
reflect,1838
coming,800
response,1128
a,8
short,713
),80
broadcasting,1608
media,1072
banks,250
played,1868
help,362
september,355
developed,1370
soon,663
trade,236
held,432
paper,436
through,167
committee,396
signs,1670
its,32
actually,1105
late,308
systems,450
stephen,1920
might,296
good,294
return,520
seeking,842
food,630
reflected,1796
association,462
always,895
stopped,1902
found,615
heavy,805
sterling,1773
everyone,1477
england,1554
house,190
energy,823
hard,739
reduce,751
idea,1200
him,317
police,1515
expect,561
advertisers,1704
operation,1189
beyond,1329
insurance,280
really,840
deals,1346
funding,1184
robert,518
since,177
research,340
health,521
issue,213
friday,246
houses,1441
reason,928
base,1004
members,478
put,358
beginning,998
director,304
owners,1355
benefits,1088
just,168
computers,638
american,162
threat,1777
pilots,1018
copper,1512
major,151
feel,1192
number,331
feet,1444
done,922
fees,863
story,1316
leading,827
st.,1527
kidder,1145
least,323
statement,702
store,1499
listed,1725
selling,395
option,1377
behind,1198
hotel,1577
park,1339
immediate,1967
part,229
believe,659
kind,999
grew,1571
double,1884
determined,1983
risks,1607
toward,858
aug.,1991
outstanding,562
imports,1051
substantial,1308
orders,490
sell,201
ratings,1688
u.s,1234
built,1172
gorbachev,1226
majority,976
costs,305
chairman,155
finding,1976
play,1196
added,299
electric,1047
goldman,1427
measures,1387
reach,1415
most,109
shareholder,1114
plan,199
significant,915
services,353
approved,673
soared,1963
dealers,681
clear,771
sometimes,1330
cover,1540
rockefeller,1964
traditional,1623
usual,1819
institutions,834
painewebber,1471
sector,1153
thomas,1386
particularly,825
gold,671
nasdaq,1390
session,1015
businesses,482
jury,1505
fine,1414
find,730
impact,913
giant,1140
northern,1526
merger,1052
heavily,1449
failed,826
pretty,1782
equity,623
his,62
hit,762
gains,565
meanwhile,680
express,962
financing,585
actions,1616
closely,1095
during,215
;,79
appeal,1710
banking,605
common,274
activity,852
wrote,1641
set,404
art,1264
declines,1249
culture,1908
see,360
defense,559
sec,1177
are,33
sea,1954
tender,1642
close,318
declined,434
#,726
movie,1587
century,1849
currently,517
won,1122
various,1231
probably,704
conditions,1115
available,733
korea,1651
recently,409
dividends,1453
sold,266
attention,1439
aircraft,1463
opposition,1353
dividend,734
both,205
last,89
appropriations,1475
annual,402
foreign,263
became,1022
long-term,724
let,1054
whole,1197
point,383
reasons,1786
loan,471
community,968
simply,1016
throughout,1843
expensive,1631
decline,468
raise,652
monthly,1599
create,1360
political,429
due,292
strategy,796
whom,1761
reduction,1556
meeting,502
firm,202
partly,1207
fire,1810
gas,591
priced,479
fund,341
brokers,950
bidding,1507
demand,467
prices,127
plants,905
look,731
bill,289
budget,589
technical,1596
while,142
real,336
pound,1091
voters,1797
cents,125
motors,1331
stations,1770
itself,711
ready,1789
underwriters,1815
DGDGDG.DG,148
read,1398
virtually,1859
widely,1320
grand,1517
survey,1217
dozen,1825
higher,232
development,463
used,298
lawyers,720
affairs,1793
yesterday,128
moment,1944
levels,795
moving,1392
residents,1890
recent,209
lower,243
task,1998
poland,1343
spent,1208
person,1487
ltd.,576
swiss,1533
organization,1244
spend,1302
junk-bond,1822
u.k.,1167
competitive,1721
questions,1166
world,240
</s>,5
wage,1229
cut,399
$,15
also,72
advisers,1935
workers,458
source,986
internal,1389
parents,1860
remaining,1452
build,916
...,564
customers,548
australia,1363
march,675
emergency,1273
big,147
bid,275
game,1126
aerospace,1946
bit,1760
projects,956
moody,1075
success,1417
separately,1223
communications,817
continue,411
yields,1010
popular,1529
healthy,1919
often,557
senate,488
spring,1228
b.,1727
some,70
back,210
economic,253
decision,566
though,357
per,1085
quickly,923
be,31
run,613
lose,1563
continuing,987
fed,583
refused,1879
step,1224
santa,1397
at&t,1854
by,24
goods,866
anything,1020
truck,1936
mrs.,699
range,954
ounce,1896
block,1003
into,110
within,533
nothing,1063
primarily,1574
sports,1349
pentagon,1514
bankruptcy,1099
spending,514
question,835
long,365
ordered,1778
DGDGDGDG.DGDG,1060
suit,689
:,75
plunge,1076
elsewhere,1801
pacific,742
filed,563
hopes,1100
subsidiary,662
line,491
raising,1383
posted,651
up,64
us,550
maturity,1656
're,310
similar,718
called,359
bell,1394
associated,1752
influence,1929
metals,1628
single,1175
associates,1158
rally,932
%,22
amounts,1338
fears,1794
income,208
department,258
DG.DG,60
manhattan,1431
gross,1959
problems,373
prepared,1591
william,757
sides,1880
structure,1869
ago,221
land,1258
vice,256
age,1142
required,1009
bankers,1005
far,316
leveraged,1092
once,542
issued,908
results,369
existing,1365
oct.,306
go,405
gm,911
centers,1677
issues,273
seemed,1693
concerned,1413
young,948
citing,1955
quarterly,1135
include,552
resources,1077
automotive,1723
continues,1116
putting,1605
continued,650
entire,1465
sen.,974
real-estate,1484
positions,1287
notes,407
michael,793
fewer,1804
try,906
noted,717
guber,1183
smaller,1086
cds,1977
makers,758
index,207
business,104
chicago,448
giving,1458
practices,1768
access,1470
paying,1152
waiting,1745
volatile,1948
capital,206
firms,367
exercise,1855
led,660
lee,1889
exchange,126
commercial,497
following,612
them,150
others,530
great,628
receive,1035
involved,897
larger,1432
leaving,1795
justice,1067
products,220
opinion,1938
{,507
gene,1805
makes,600
maker,379
named,544
apple,1620
deputy,1762
win,1401
private,599
sachs,1606
motor,991
scandal,1962
use,291
from,26
&,100
remains,811
cray,1711
next,152
few,295
doubt,1984
year-ago,1538
themselves,939
reflects,1749
usx,1633
sort,1673
started,898
benchmark,1783
sharply,975
mitsubishi,1613
women,1043
customer,1274
account,635
us$,1638
this,48
challenge,1914
clients,748
recession,1044
meet,924
closing,1058
control,397
process,804
tax,242
high,272
reserves,849
something,837
sought,1442
voice,1970
sir,1676
united,593
six,381
traders,255
instead,632
stock,67
buildings,1816
engineering,1457
light,1133
lines,838
chief,174
allow,941
executives,494
houston,1939
holds,1262
producer,1588
institutional,1132
move,356
produced,1186
including,230
quake,1202
year-earlier,790
industries,597
delay,1985
labor,773
willing,1326
criminal,1503
pending,1482
crash,912
greater,1241
auto,668
practice,1454
hands,1296
front,1903
republican,1443
investor,527
day,288
capital-gains,1352
february,1856
l.,1659
university,602
morris,1857
rising,1136
bills,661
warner,592
doing,890
related,880
society,1522
books,1764
measure,937
our,252
margins,1248
special,664
out,102
',130
entertainment,1071
critics,1802
electronics,1419
cause,1261
red,1108
thrifts,1798
frank,1729
ban,1925
regulators,1002
york,106
regulatory,1348
philip,1686
navy,1975
hostile,1915
could,97
ask,1891
keep,620
ltd,1581
retail,907
south,477
powerful,1636
owned,1062
strategic,1833
owner,1500
reached,712
quality,1259
management,283
los,648
system,322
relations,1650
their,63
intelligence,1609
final,1155
interests,801
completed,821
acquire,819
DGDGDGDGDG,191
chemicals,1667
reflecting,1327
july,606
steel,622
commodity,1391
individual,759
creditors,1096
unchanged,1068
partnership,1319
lin,1632
have,41
need,525
apparently,1127
clearly,1558
complete,1544
documents,1811
dallas,1629
agency,321
able,596
instance,1279
concerns,871
which,49
campeau,1775
unless,1194
who,68
eight,963
preliminary,1950
segment,1684
payment,1242
volume,410
request,1675
face,672
},498
fact,682
agreed,348
charles,1437
bring,1160
planning,1361
democrats,1159
portfolio,744
fear,1266
economist,1210
debate,1378
decade,1280
staff,935
litigation,1580
partners,1007
based,328
earned,1082
(,84
controls,1645
should,231
employee,1702
communist,1850
local,626
hope,1233
dinkins,1345
means,910
familiar,1257
overall,1278
bear,1537
joint,814
ones,1494
words,1847
exchanges,1369
buyer,1898
kong,888
chips,1661
areas,964
trucks,1882
course,945
taxes,992
she,189
ohio,1516
fixed,1557
view,854
europe,595
acquired,788
national,182
accord,1735
operates,1917
computer,264
reform,1530
nuclear,1705
favor,1709
state,165
closed,260
crude,1910
neither,1502
bought,695
ability,1218
opening,1368
agencies,1185
job,843
takeover,435
DG.DGDGDGDG,787
key,904
approval,775
distribution,1852
declining,1640
david,691
restrictions,1501
taking,822
drug,539
april,883
figures,707
heart,1832
jersey,1814
comment,503
adjusted,1842
co,610
wall,335
ca,588
qintex,1406
addition,534
proposal,528
controlled,1874
c.,1767
am,1718
otc,1474
c$,1445
finished,1865
improved,1364
general,212
present,1701
homes,1647
troubled,1579
unlike,1835
as,25
value,330
will,40
owns,860
uncertainty,1706
almost,540
thus,1169
site,1989
helped,792
partner,1041
shearson,929
perhaps,1019
began,543
administration,370
member,1123
parts,997
largest,445
units,646
party,779
gets,1578
difficult,1053
material,1724
columbia,836
effect,709
rumors,1894
expand,1758
transaction,577
off,183
center,708
i,87
well,227
thought,990
position,551
soviet,424
inc.,98
latest,487
stores,679
less,278
increasingly,1562
executive,170
domestic,706
sources,1509
seats,1568
paul,1203
ads,1374
supply,947
smith,1080
deposits,1781
add,1283
other,73
subordinated,1593
tests,1771
increased,401
provisions,1418
government,117
increases,767
five,282
know,511
press,977
immediately,1478
loss,276
lincoln,1380
necessary,1448
like,187
lost,643
lawson,1220
payments,763
james,580
become,449
works,1334
amendment,1893
because,96
arbitrage,893
authority,1214
growth,270
export,1534
home,349
peter,1059
employment,1941
lead,818
broad,1668
avoid,1300
hurricane,1243
does,197
leader,894
?,257
journal,966
monetary,1366
expansion,1549
pressure,833
DGDG.DG,81
although,398
offset,1265
includes,857
loans,363
panel,1519
gained,764
about,52
actual,1201
debentures,1357
angeles,749
holdings,889
carrier,1408
introduced,1255
software,1097
own,216
previously,746
washington,513
getting,678
brands,1434
managing,1311
utility,1924
accused,1888
additional,617
krenz,1911
housing,1021
peters,1222
continental,1753
biggest,743
pretax,1137
fiscal,454
buy,204
north,808
funds,219
brand,1187
but,35
delivery,1027
construction,674
gain,444
highest,1669
he,34
made,180
whether,386
official,469
signed,1206
record,470
below,655
limit,1078
ruling,1284
problem,459
minutes,1324
supreme,1221
slowing,1742
flight,1807
education,1422
proceeds,1384
inc,461
mutual,1325
compared,387
'll,973
book,1314
details,1455
junk,484
francisco,466
star,1886
monday,406
class,1342
june,625
stay,1396
chance,1403
else,1446
resolution,1994
baker,1303
factors,1464
rule,1216
portion,1734
pension,1323
frankfurt,1870
